ord;TIME;LATITUDE;LONGITUDE;ALTITUDE;VEHICLE_ID;BAROMETRIC_PRESSURE;ENGINE_COOLANT_TEMP;FUEL_LEVEL;ENGINE_LOAD;AMBIENT_AIR_TEMP;ENGINE_RPM;INTAKE_MANIFOLD_PRESSURE;MAF;TERM FUEL TRIM BANK 1;FUEL_ECONOMY;LONG TERM FUEL TRIM BANK 2;FUEL_TYPE;AIR_INTAKE_TEMP;FUEL_PRESSURE;SPEED;SHORT TERM FUEL TRIM BANK 2;SHORT TERM FUEL TRIM BANK 1;ENGINE_RUNTIME;THROTTLE_POS;DTC_NUMBER;TROUBLE_CODES;TIMING_ADVANCE;EQUIV_RATIO;aqui
959;1,51E+12;-58.519.793;-3.519.893.788;34.0;control2;101;83;52,90;78,40;4;1801;35;20,96;;;;;31;;39;;-6,20;01:59:08;34,10;MIL is OFF0 codes;;;;
960;1,51E+12;-585.165.292;-3.519.880.306;35.0;control2;101;82;53,30;25,90;4;1861;18;7,05;;;;;31;;32;;0,00;01:59:12;25,50;MIL is OFF0 codes;;;;
961;1,51E+12;-585.132.759;-3.519.877.884;34.0;control2;101;82;53,30;16,10;4;1513;19;4,11;;;;;31;;25;;0,00;01:59:16;21,20;MIL is OFF0 codes;;;;
962;1,51E+12;-585.110.293;-3.519.870.063;37.0;control2;101;82;52,90;34,50;4;1198;59;11,34;;;;;31;;29;;7,00;01:59:20;29,80;MIL is OFF0 codes;;;;
963;1,51E+12;-585.081.839;-3.519.857.846;38.0;control2;101;82;53,30;54,50;4;1500;20;11,62;;;;;31;;27;;-6,20;01:59:24;29,80;MIL is OFF0 codes;;;;
964;1,51E+12;-585.063.631;-3.519.851.757;39.0;control2;101;82;51,80;25,10;4;972;33;3,13;;;;;32;;14;;1,60;01:59:28;20,00;MIL is OFF0 codes;;;;
965;1,51E+12;-585.049.927;-3.519.842.332;36.0;control2;101;82;50,60;57,60;4;1241;54;11,34;;;;;31;;26;;5,50;01:59:32;31,00;MIL is OFF0 codes;;;;
966;1,51E+12;-585.024.077;-3.519.834.446;35.0;control2;101;82;51,40;19,60;4;1630;58;4,35;;;;;31;;34;;-1,60;01:59:36;27,50;MIL is OFF0 codes;;;;
967;1,51E+12;-584.993.399;-3.519.820.402;36.0;control2;;82;52,20;22,70;4;1734;21;4,69;;;;;31;;27;;0,00;01:59:40;22,70;MIL is OFF0 codes;;;;
968;1,51E+12;-584.968.642;-3.519.806.741;37.0;control2;101;82;50,20;71,40;4;1419;41;15,19;;;;;31;;36;;-0,80;01:59:44;31,80;MIL is OFF0 codes;;;;
969;1,51E+12;-584.940.252;-3.519.786.976;37.0;control2;101;83;51,00;20,80;4;1764;20;7,46;;;;;31;;36;;3,10;01:59:48;28,20;MIL is OFF0 codes;;;;
970;1,51E+12;-584.904.067;-3.519.774.333;36.0;control2;101;83;51,00;17,30;4;1746;51;4,8;;;;;31;;31;;0,00;01:59:52;22,70;MIL is OFF0 codes;;;;
971;1,51E+12;-584.870.422;-3.519.764.403;41.0;control2;101;83;51,40;100,00;4;1721;81;29,33;;;;;31;;45;;5,50;01:59:56;38,80;MIL is OFF0 codes;;;;
972;1,51E+12;-584.819.584;-3.519.747.386;41.0;control2;101;83;52,50;20,00;4;1867;67;25,67;;;;;30;;54;;4,70;02:00:00;36,90;MIL is OFF0 codes;;;;
973;1,51E+12;-584.769.411;-3.519.723.727;40.0;control2;101;83;52,90;19,60;4;1678;43;4,53;;;;;31;;;;-10,20;02:00:04;21,60;MIL is OFF0 codes;;;;
974;1,51E+12;-584.719.917;-351.970.408;37.0;control2;101;83;52,90;49,80;4;1559;49;11,38;;;;;31;;56;;-2,30;02:00:08;30,20;MIL is OFF0 codes;;;;
975;1,51E+12;-584.663.487;-351.968.927;37.0;control2;101;83;52,50;57,60;4;1524;51;13,15;;;;;31;;54;;-2,30;02:00:12;30,60;MIL is OFF0 codes;;;;
976;1,51E+12;-584.615.211;-3.519.664.126;37.0;control2;101;83;52,50;58,80;4;1468;52;12,65;;;;;31;;51;;-2,30;02:00:16;30,20;MIL is OFF0 codes;;;;
977;1,51E+12;-584.567.327;-3.519.641.258;43.0;control2;101;83;52,90;61,20;4;1428;58;13,16;;;;;31;;52;;-2,30;02:00:20;30,60;MIL is OFF0 codes;;;;
978;1,51E+12;-584.518.078;-3.519.619.028;44.0;control2;101;83;52,90;73,30;4;1434;61;15,87;;;;;31;;56;;-1,60;02:00:24;31,80;MIL is OFF0 codes;;;;
979;1,51E+12;-584.466.822;-3.519.599.009;40.0;control2;101;83;52,90;42,70;4;1572;18;9,06;;;;;31;;57;;2,30;02:00:28;27,50;MIL is OFF0 codes;;;;
980;1,51E+12;-584.412.631;-3.519.582.845;38.0;control2;101;83;52,90;17,60;4;1519;21;4,04;;;;;31;;49;;0,00;02:00:32;21,60;MIL is OFF0 codes;;;;
981;1,51E+12;-584.370.846;-3.519.568.869;39.0;control2;101;83;52,20;44,30;4;1267;67;8,03;;;;;31;;48;;5,50;02:00:36;28,20;MIL is OFF0 codes;;;;
982;1,51E+12;-584.326.056;-3.519.545.271;41.0;control2;101;82;52,50;100,00;4;1648;81;24,45;;;;;30;;53;;4,70;02:00:40;35,70;MIL is OFF0 codes;;;;
983;1,51E+12;-584.280.027;-3.519.520.232;41.0;control2;101;82;53,30;100,00;;1781;81;27,1;;;;;30;;55;;-3,10;02:00:44;36,90;MIL is OFF0 codes;;;;
984;1,51E+12;-584.226.674;-3.519.504.334;45.0;control2;101;82;54,10;94,10;4;1831;29;26,08;;;;;30;;53;;-6,20;02:00:48;35,70;MIL is OFF0 codes;;;;
985;1,51E+12;-584.176.889;-3.519.499.466;46.0;control2;101;82;54,10;18,40;4;1345;20;3,43;;;;;31;;46;;0,80;02:00:52;20,80;MIL is OFF0 codes;;;;
986;1,51E+12;-584.129.687;-3.519.501.741;47.0;control2;101;83;53,30;19,60;4;1285;31;8,08;;;;;31;;53;;7,00;02:00:56;27,10;MIL is OFF0 codes;;;;
987;1,51E+12;-58.407.189;-3.519.499.008;43.0;control2;101;83;52,90;16,90;4;1496;20;4,13;;;;;31;;58;;5,50;02:01:00;21,60;MIL is OFF0 codes;;;;
988;1,51E+12;-584.015.777;-3.519.512.405;40.0;control2;101;83;52,20;18,80;4;1615;20;4,66;;;;;31;;53;;0,00;02:01:04;22,40;MIL is OFF0 codes;;;;
989;1,51E+12;-583.972.225;-3.519.537.047;37.0;control2;101;82;50,60;19,60;4;1368;20;3,95;;;;;31;;44;;3,10;02:01:08;20,80;MIL is OFF0 codes;;;;
990;1,51E+12;-583.935.455;-3.519.563.984;36.0;control2;101;82;50,20;42,40;4;1202;87;8,19;;;;;31;;49;;9,40;02:01:12;29,00;MIL is OFF0 codes;4300;67,10;1,00;
991;1,51E+12;-58.389.408;-3.519.593.256;35.0;control2;101;82;50,60;100,00;4;1384;83;21,97;;;;;30;;54;;0,00;02:01:16;36,10;MIL is OFF0 codes;4300;55,30;1,00;
992;1,51E+12;-583.847.045;-3.519.625.312;36.0;control2;101;82;51,80;72,50;4;1475;58;16,57;;;;;30;;55;;-6,20;02:01:20;32,20;MIL is OFF0 codes;4300;64,70;1,00;
993;1,51E+12;-58.380.349;-3.519.655.171;36.0;control2;101;82;52,20;50,20;4;1530;20;13,52;;;;;30;;56;;1,60;02:01:24;30,60;MIL is OFF0 codes;;;;
994;1,51E+12;-58.375.833;-3.519.685.828;37.0;control2;101;82;52,50;15,30;4;1476;21;3,86;;;;;31;;43;;8,60;02:01:28;21,20;MIL is OFF0 codes;;;;
995;1,51E+12;-583.721.475;-3.519.711.253;38.0;control2;101;82;51,00;21,60;4;1174;75;3,6;;;;;31;;42;;7,80;02:01:32;19,60;MIL is OFF0 codes;;;;
996;1,51E+12;-583.688.559;-3.519.732.315;37.0;control2;101;82;50,60;35,30;4;2066;73;27,61;;;;;30;;52;;8,60;02:01:36;35,30;MIL is OFF0 codes;;;;
997;1,51E+12;-583.652.153;-351.977.413;37.0;control2;101;82;51,40;90,20;4;1791;44;24,69;;;;;30;;56;;-3,90;02:01:40;35,30;MIL is OFF0 codes;;;;
998;1,51E+12;-583.616.226;-3.519.820.372;32.0;control2;101;82;51,80;61,60;4;1568;51;14,3;;;;;30;;57;;-5,50;02:01:44;31,00;MIL is OFF0 codes;;;;
999;1,51E+12;-583.580.866;-3.519.866.912;35.0;control2;101;82;51,80;61,60;4;1571;51;14,52;;;;;30;;57;;0,00;02:01:48;31,00;MIL is OFF0 codes;;;;
1000;1,51E+12;-583.545.427;-35.199.119;36.0;control2;101;82;52,20;65,50;4;1557;57;14,95;;;;;30;;55;;0,00;02:01:52;31,40;;;;;
1001;1,51E+12;-583.512.286;-3.519.955.601;37.0;control2;101;82;52,20;68,20;4;1499;61;15,37;;;;;30;;52;;0,80;02:01:56;31,80;MIL is OFF0 codes;;;;
1002;1,51E+12;-583.480.895;-3.519.997.822;41.0;control2;101;82;52,50;78,80;4;1425;43;16,35;;;;;;;50;;-3,90;02:02:00;32,20;;;;;
1003;1,51E+12;-583.451.474;-3.520.038.513;42.0;control2;101;83;52,50;75,70;4;1691;52;19,95;;;;;30;;54;;-3,90;02:02:04;33,30;;;;;
1004;1,51E+12;-583.417.512;-3.520.082.193;40.0;control2;101;83;52,90;47,50;4;1811;41;12,98;;;;;30;;57;;9,40;02:02:08;30,20;;;;;
1005;1,51E+12;-583.383.044;-3.520.128.657;39.0;control2;101;83;52,90;43,90;4;1896;38;12,46;;;;;30;;57;;8,60;02:02:12;30,20;;;;;
1006;1,51E+12;-583.348.422;-3.520.174.888;39.0;control2;101;83;52,90;42,00;4;1912;33;12,15;;;;;;;57;;3,10;02:02:16;30,20;;;;;
1007;1,51E+12;-583.314.849;-3.520.216.606;38.0;control2;101;82;53,30;23,90;4;1851;19;4,86;;;;;30;;50;;0,00;02:02:20;23,10;;;;;
1008;1,51E+12;-583.287.193;-3.520.252.739;38.0;control2;101;82;52,90;23,50;4;1012;20;2,52;;;;;;;37;;12,50;02:02:24;18,40;MIL is OFF0 codes;;;;
1009;1,51E+12;-583.264.622;-3.520.284.279;37.0;control2;101;82;52,20;77,30;4;1818;20;22,05;;;;;30;;34;;12,50;02:02:28;34,50;MIL is OFF0 codes;;;;
1010;1,51E+12;-583.251.375;-3.520.308.888;38.0;control2;101;82;51,40;18,00;4;1311;68;3,72;;;;;31;;21;;10,90;02:02:32;18,80;MIL is OFF0 codes;;;;
1011;1,51E+12;-583.239.448;-3.520.335.042;41.0;control2;101;82;51,00;100,00;4;2284;66;38,99;;;;;30;;34;;0,00;02:02:37;40,00;MIL is OFF0 codes;;;;
1012;1,51E+12;-583.224.487;-3.520.368.394;45.0;control2;101;82;52,20;78,80;4;1731;65;21,11;;;;;30;;40;;2,30;02:02:41;33,70;MIL is OFF0 codes;;;;
1013;1,51E+12;-583.211.597;-3.520.405.651;47.0;control2;101;83;53,30;22,00;4;1744;19;4,86;;;;;30;;37;;-1,60;02:02:45;22,00;MIL is OFF0 codes;;;;
1014;1,51E+12;-583.198.434;-352.043.906;46.0;control2;101;83;52,90;70,60;4;1186;67;13,33;;;;;30;;40;;7,00;02:02:49;31,00;MIL is OFF0 codes;;;;
1015;1,51E+12;-583.183.399;-3.520.479.085;45.0;control2;101;83;53,30;76,90;4;1424;49;16,04;;;;;30;;49;;-3,90;02:02:53;32,20;MIL is OFF0 codes;;;;
1016;1,51E+12;-583.164.741;-3.520.525.772;43.0;control2;101;84;53,70;48,20;4;1678;19;6,52;;;;;30;;49;;0,00;02:02:57;23,90;MIL is OFF0 codes;;;;
1017;1,51E+12;-583.150.352;-352.056.749;40.0;control2;101;84;52,20;19,60;4;1353;21;3,48;;;;;31;;21;;9,40;02:03:01;19,60;MIL is OFF0 codes;;;;
1018;1,51E+12;-583.157.106;-3.520.581.637;40.0;control2;101;83;47,80;20,80;4;1236;58;3,68;;;;;31;;15;;10,20;02:03:05;20,40;MIL is OFF0 codes;;;;
1019;1,51E+12;-583.165.259;-3.520.564.989;41.0;control2;101;83;46,70;100,00;4;1499;25;24,72;;;;;30;;22;;0,80;02:03:09;37,30;MIL is OFF0 codes;;;;
1020;1,51E+12;-583.176.814;-3.520.551.683;41.0;control2;101;83;48,60;16,90;4;1508;32;3,78;;;;;31;;12;;4,70;02:03:13;20,40;MIL is OFF0 codes;;;;
1021;1,51E+12;-583.187.513;-352.056.265;41.0;control2;101;83;49,00;40,40;4;776;33;4,51;;;;;31;;20;;-3,90;02:03:17;20,80;MIL is OFF0 codes;;;;
1022;1,51E+12;-583.208.885;-3.520.563.739;39.0;control2;101;84;47,80;34,50;4;816;33;4,15;;;;;32;;17;;-10,20;02:03:21;20,40;MIL is OFF0 codes;;;;
1023;1,51E+12;-583.218.796;-3.520.568.498;41.0;control2;101;84;47,80;40,00;4;782;42;4,41;;;;;32;;11;;-2,30;02:03:25;21,20;MIL is OFF0 codes;;;;
1024;1,51E+12;-58.320.989;-3.520.572.019;41.0;control2;101;84;48,20;42,40;4;810;35;4,8;;;;;32;;;;-7,00;02:03:29;21,60;MIL is OFF0 codes;;;;
1025;1,51E+12;-58.320.989;-3.520.572.019;41.0;control2;101;84;47,10;35,30;4;814;32;4,16;;;;;32;;0;;0,00;02:03:33;20,40;MIL is OFF0 codes;;;;
1026;1,51E+12;-58.320.989;-3.520.572.019;41.0;control2;101;85;47,80;36,50;4;778;33;3,89;;;;;32;;0;;-3,10;02:03:37;20,40;MIL is OFF0 codes;;;;
1027;1,51E+12;-583.178.508;-3.520.539.945;46.0;control3;100;85;54,50;100,00;3;1036;72;15,95;;;;;33;;17;;0,80;00:00:23;34,10;MIL is OFF0 codes;;;;
1028;1,51E+12;-583.182.596;-352.051.593;47.0;control3;100;85;57,30;100,00;3;2088;86;36,43;;;;;32;;38;;-7,00;00:00:28;40,80;;;;;
1029;1,51E+12;-583.191.855;-3.520.483.044;48.0;control3;100;84;58,80;20,80;3;2756;86;7,64;;;;;32;;44;;-1,60;00:00:32;28,20;;;;;
1030;1,51E+12;-583.208.584;-3.520.441.405;49.0;control3;99;84;58,80;100,00;3;2370;36;42,84;;;;;32;;59;;0,00;00:00:36;83,50;;;;;
1031;1,51E+12;-583.229.141;-3.520.387.056;48.0;control3;99;84;58,80;91,40;3;1975;65;28,09;;;;;32;;65;;-5,50;00:00:40;36,50;MIL is OFF0 codes;;;;
1032;1,51E+12;-583.253.724;-3.520.324.536;48.0;control3;99;84;58,00;78,40;3;2273;32;26,2;;;;;32;;70;;-1,60;00:00:44;35,30;MIL is OFF0 codes;;;;
1033;1,51E+12;-583.291.858;-3.520.265.761;47.0;control3;99;84;56,90;82,40;3;1951;66;23,82;;;;;32;;74;;-2,30;00:00:48;34,90;MIL is OFF0 codes;;;;
1034;1,51E+12;-583.339.014;-3.520.207.205;45.0;control3;99;84;56,10;83,90;3;2052;64;26,31;;;;;32;;77;;1,60;00:00:52;35,70;MIL is OFF0 codes;;;;
1035;1,51E+12;-583.387.323;-3.520.145.609;44.0;control3;99;84;55,30;76,50;3;2126;34;24,14;;;;;33;;78;;-3,90;00:00:56;34,50;MIL is OFF0 codes;;;;
1036;1,51E+12;-583.435.057;-3.520.083.323;43.0;control3;99;83;54,50;49,80;3;2080;46;15,71;;;;;33;;76;;3,90;00:01:00;31,80;MIL is OFF0 codes;;;;
1037;1,51E+12;-583.480.851;-352.002.325;43.0;control3;99;83;53,70;62,40;3;2057;52;20,16;;;;;33;;77;;3,90;00:01:04;33,30;MIL is OFF0 codes;;;;
1038;1,51E+12;-583.528.636;-3.519.960.852;40.0;control3;99;83;53,30;64,30;3;2140;22;19,89;;;;;33;;80;;3,10;00:01:08;33,30;MIL is OFF0 codes;;;;
1039;1,51E+12;-583.577.952;-3.519.896.433;38.0;control3;99;82;52,90;37,60;3;2201;23;12,11;;;;;33;;79;;7,00;00:01:12;29,80;MIL is OFF0 codes;;;;
1040;1,51E+12;-583.627.019;-3.519.833.171;37.0;control3;99;82;52,20;37,60;3;2160;22;7,73;;;;;33;;70;;0,00;00:01:16;25,90;MIL is OFF0 codes;;;;
1041;1,51E+12;-583.671.883;-3.519.777.306;36.0;control3;99;81;51,40;19,20;3;1844;18;5,17;;;;;33;;60;;0,00;00:01:20;23,10;MIL is OFF0 codes;;;;
1042;1,51E+12;-583.715.112;-3.519.736.988;35.0;control3;99;80;50,20;38,80;3;815;20;3,69;;;;;34;;34;;0,00;00:01:24;19,60;MIL is OFF0 codes;;;;
1043;1,51E+12;-583.743.005;-351.971.637;34.0;control3;100;80;46,70;39,20;3;1712;101;23,46;;;;;34;;44;;0,00;00:01:28;54,90;MIL is OFF0 codes;;;;
1044;1,51E+12;-583.778.305;-3.519.690.164;34.0;control3;99;79;48,60;100,00;3;2391;100;44,65;;;;;33;;61;;0,00;00:01:32;83,50;MIL is OFF0 codes;;;;
1045;1,51E+12;-583.826.355;-3.519.654.748;36.0;control3;100;79;50,60;100,00;3;2115;68;36,94;;;;;33;;70;;3,90;00:01:37;67,10;MIL is OFF0 codes;;;;
1046;1,51E+12;-583.883.342;-3.519.615.046;36.0;control3;100;79;51,40;60,80;3;2324;19;19,23;;;;;33;;64;;0,00;00:01:41;31,80;MIL is OFF0 codes;;;;
1047;1,51E+12;-583.935.622;-351.957.584;35.0;control3;100;80;49,80;18,00;3;1785;31;4,32;;;;;33;;39;;10,20;00:01:44;21,60;MIL is OFF0 codes;;;;
1048;1,51E+12;-58.397.137;-3.519.550.223;33.0;control3;100;80;47,80;54,10;3;1010;21;10,05;;;;;33;;43;;3,90;00:01:48;32,20;MIL is OFF0 codes;;;;
1049;1,51E+12;-584.008.567;-351.953.068;32.0;control3;100;80;47,80;100,00;3;2238;96;40,78;;;;;33;;53;;2,30;00:01:53;83,50;MIL is OFF0 codes;;;;
1050;1,51E+12;-58.405.726;-3.519.516.257;34.0;control3;99;81;50,20;100,00;3;2735;94;55,56;;;;;32;;61;;6,20;00:01:56;83,50;MIL is OFF0 codes;;;;
1051;1,51E+12;-584.115.185;-3.519.512.976;37.0;control3;99;81;52,20;100,00;3;1988;19;34,16;;;;;33;;49;;-2,30;00:02:01;40,40;MIL is OFF0 codes;;;;
1052;1,51E+12;-584.167.323;-3.519.516.572;43.0;control3;100;81;51,40;16,90;3;1512;100;4,04;;;;;33;;48;;7,00;00:02:05;23,10;MIL is OFF0 codes;;;;
1053;1,51E+12;-58.421.477;-3.519.517.093;45.0;control3;100;82;51,80;100,00;3;1722;70;30,6;;;;;33;;61;;5,50;00:02:09;42,70;MIL is OFF0 codes;;;;
1054;1,51E+12;-58.427.316;-3.519.528.164;46.0;control3;100;82;52,50;83,10;3;2183;47;27,21;;;;;32;;;;-0,80;00:02:13;35,70;MIL is OFF0 codes;;;;
1055;1,51E+12;-58.433.278;-3.519.568.423;41.0;control3;100;82;52,90;24,70;3;2432;19;6,48;;;;;33;;70;;0,00;00:02:17;25,50;MIL is OFF0 codes;;;;
1056;1,51E+12;-584.377.473;-3.519.622.914;37.0;control3;100;81;52,20;16,50;3;1655;19;3,83;;;;;33;;39;;0,00;00:02:21;22,00;MIL is OFF0 codes;;;;
1057;1,51E+12;-584.398.207;-3.519.663.808;40.0;control3;100;81;47,80;16,50;3;1544;78;4,15;;;;;33;;29;;3,90;00:02:25;20,80;MIL is OFF0 codes;;;;
1058;1,51E+12;-584.424.802;-3.519.663.727;39.0;control3;100;81;46,70;100,00;3;1568;92;24,73;;;;;33;;44;;0,80;00:02:29;;MIL is OFF0 codes;;;;
1059;1,51E+12;-584.455.356;-3.519.688.124;40.0;control3;100;81;49,00;100,00;3;2363;37;42,81;;;;;32;;55;;1,60;00:02:33;43,50;MIL is OFF0 codes;;;;
1060;1,51E+12;-584.492.686;-3.519.730.711;38.0;control3;100;82;50,60;100,00;3;1946;72;30,22;;;;;32;;64;;-3,10;00:02:37;37,60;MIL is OFF0 codes;;;;
1061;1,51E+12;-584.533.289;-3.519.776.946;40.0;control3;100;82;51,40;76,50;3;2198;23;25,36;;;;;32;;68;;-1,60;00:02:41;34,90;MIL is OFF0 codes;;;;
1062;1,51E+12;-584.577.168;-3.519.828.727;38.0;control3;;82;51,40;43,90;3;1872;38;;;;;;33;;70;;-1,60;00:02:45;30,20;MIL is OFF0 codes;;;;
1063;1,51E+12;-584.624.631;-3.519.881.981;38.0;control3;100;82;51,40;18,00;3;1881;18;5,23;;;;;33;;65;;0,00;00:02:49;23,10;MIL is OFF0 codes;;;;
1064;1,51E+12;-584.667.697;-3.519.932.333;41.0;control3;100;82;51,40;18,00;3;1716;19;4,5;;;;;33;;56;;0,00;00:02:53;22,00;MIL is OFF0 codes;;;;
1065;1,51E+12;-584.706.297;-3.519.976.279;41.0;control3;100;82;50,60;18,80;3;1435;32;3,8;;;;;33;;26;;5,50;00:02:57;20,80;MIL is OFF0 codes;;;;
1066;1,51E+12;-584.729.274;-352.000.422;42.0;control3;100;82;47,50;28,60;3;1113;29;3,31;;;;;34;;6;;7,80;00:03:01;22,70;MIL is OFF0 codes;;;;
1067;1,51E+12;-584.735.423;-3.520.010.768;42.0;control3;100;81;45,90;41,60;3;771;33;4,31;;;;;34;;0;;6,20;00:03:05;20,40;MIL is OFF0 codes;;;;
1068;1,51E+12;-584.735.423;-3.520.010.768;42.0;control3;100;81;46,30;40,40;3;788;32;4,59;;;;;34;;0;;-3,10;00:03:09;20,80;MIL is OFF0 codes;;;;
1069;1,51E+12;-584.735.423;-3.520.010.768;42.0;control3;100;82;46,70;42,00;3;791;66;4,58;;;;;34;;10;;1,60;00:03:13;21,20;MIL is OFF0 codes;;;;
1070;1,51E+12;-584.738.883;-3.520.015.962;46.0;control3;100;82;47,80;22,00;3;1928;34;4,04;;;;;33;;19;;7,00;00:03:17;20,80;MIL is OFF0 codes;;;;
1071;1,51E+12;-584.751.832;-3.520.026.543;42.0;control3;100;82;47,80;58,80;3;1611;75;14,17;;;;;33;;31;;-0,80;00:03:21;31,40;MIL is OFF0 codes;;;;
1072;1,51E+12;-584.774.333;-3.520.006.991;43.0;control3;100;82;50,20;92,90;3;3043;63;45,37;;;;;32;;44;;0,00;00:03:25;39,60;MIL is OFF0 codes;;;;
1073;1,51E+12;-584.806.157;-3.519.978.507;42.0;control3;100;82;51,00;18,40;3;2139;19;6,05;;;;;33;;33;;0,00;00:03:29;23,90;MIL is OFF0 codes;;;;
1074;1,51E+12;-584.833.626;-3.519.953.272;38.0;control3;100;82;50,60;18,00;3;1504;82;4,71;;;;;33;;31;;11,70;00:03:33;23,90;MIL is OFF0 codes;;;;
1075;1,51E+12;-584.859.254;-3.519.962.668;39.0;control3;100;83;51,80;100,00;3;2965;96;51,09;;;;;32;;43;;0,00;00:03:37;42,70;MIL is OFF0 codes;;;;
1076;1,51E+12;-584.890.729;-3.519.989.291;36.0;control3;100;83;52,90;100,00;3;2278;91;41,34;;;;;32;;56;;-3,10;00:03:41;43,50;MIL is OFF0 codes;;;;
1077;1,51E+12;-584.931.633;-3.520.024.013;37.0;control3;100;83;54,50;100,00;3;2813;28;51,56;;;;;32;;59;;-4,70;00:03:45;45,10;MIL is OFF0 codes;;;;
1078;1,51E+12;-584.977.476;-3.520.061.629;39.0;control3;100;83;54,90;59,20;3;1931;53;15,58;;;;;32;;60;;-4,70;00:03:49;31,40;MIL is OFF0 codes;;;;
1079;1,51E+12;-585.024.526;-3.520.099.821;38.0;control3;100;84;54,50;51,40;3;2002;47;15;;;;;32;;62;;-3,10;00:03:53;31,40;MIL is OFF0 codes;;;;
1080;1,51E+12;-585.072.284;-3.520.137.978;37.0;control3;100;84;54,10;51,00;3;2107;31;15,74;;;;;32;;65;;-3,10;00:03:57;31,80;MIL is OFF0 codes;;;;
1081;1,51E+12;-585.121.894;-3.520.178.679;35.0;control3;100;84;53,70;32,20;3;2183;25;10,61;;;;;32;;65;;0,00;00:04:01;29,40;MIL is OFF0 codes;;;;
1082;1,51E+12;-585.171.835;-3.520.220.262;34.0;control3;100;83;53,30;27,50;3;2137;20;8,48;;;;;32;;61;;8,60;00:04:05;27,10;MIL is OFF0 codes;;;;
1083;1,51E+12;-585.221.556;-3.520.257.758;37.0;control3;100;83;52,20;15,70;3;1935;19;6,01;;;;;32;;36;;0,00;00:04:09;25,90;MIL is OFF0 codes;;;;
1084;1,51E+12;-585.254.233;-352.028.019;40.0;control3;100;83;49,40;18,00;3;1594;91;4,01;;;;;32;;30;;0,00;00:04:13;21,60;MIL is OFF0 codes;;;;
1085;1,51E+12;-585.280.917;-3.520.267.932;36.0;control3;100;83;48,60;100,00;3;1725;99;30,82;;;;;32;;49;;0,00;00:04:17;64,70;MIL is OFF0 codes;;;;
1086;1,51E+12;-585.308.635;-3.520.232.844;40.0;control3;99;83;51,40;100,00;3;2650;85;54,23;;;;;31;;66;;0,00;00:04:21;83,50;MIL is OFF0 codes;;;;
1087;1,51E+12;-585.347.766;-3.520.184.542;40.0;control3;99;83;52,90;19,60;3;3154;51;9,29;;;;;32;;61;;0,00;00:04:25;27,80;MIL is OFF0 codes;4300;64,70;1,00;
1088;1,51E+12;-585.388.189;-3.520.137.794;43.0;control3;99;83;52,20;61,20;3;2058;41;17,98;;;;;32;;61;;-8,60;00:04:29;32,20;MIL is OFF0 codes;4300;68,60;1,00;
1089;1,51E+12;-585.426.622;-3.520.088.733;42.0;control3;99;83;52,20;27,80;3;2028;29;5,41;;;;;32;;60;;0,00;00:04:33;23,10;MIL is OFF0 codes;4300;74,90;1,00;
1090;1,51E+12;-585.466.053;-3.520.042.564;43.0;control3;99;83;51,80;18,00;3;1967;20;5,39;;;;;32;;55;;0,00;00:04:37;23,10;MIL is OFF0 codes;4300;63,90;1,00;
1091;1,51E+12;-5.854.997;-3.519.996.448;41.0;control3;99;83;51,00;17,60;3;1820;85;5,25;;;;;32;;62;;10,90;00:04:41;26,30;MIL is OFF0 codes;4300;63,50;1,00;
1092;1,51E+12;-585.536.968;-3.519.950.637;40.0;control3;99;83;51,40;20,00;3;2058;20;5,94;;;;;32;;54;;0,00;00:04:45;23,90;MIL is OFF0 codes;4300;76,50;1,00;
1093;1,51E+12;-585.573.308;-3.519.905.931;42.0;control3;99;82;50,60;19,20;3;1724;22;4,54;;;;;32;;41;;0,00;00:04:49;22,00;MIL is OFF0 codes;;;;
1094;1,51E+12;-58.560.131;-3.519.869.681;42.0;control3;99;82;49,40;33,70;3;847;20;3,77;;;;;33;;40;;3,90;00:04:53;20,00;MIL is OFF0 codes;;;;
1095;1,51E+12;-585.626.212;-3.519.838.203;41.0;control3;99;82;48,60;20,40;3;1807;38;5,12;;;;;32;;31;;0,00;00:04:57;23,10;MIL is OFF0 codes;;;;
1096;1,51E+12;-5.856.439;-3.519.812.103;42.0;control3;99;82;48,20;94,90;3;1673;63;25,55;;;;;32;;47;;7,80;00:05:01;36,50;MIL is OFF0 codes;;;;
1097;1,51E+12;-585.669.514;-3.519.778.746;40.0;control3;99;82;49,80;56,90;3;2422;33;20,22;;;;;31;;53;;-0,80;00:05:05;32,90;MIL is OFF0 codes;;;;
1098;1,51E+12;-585.703.329;-351.973.916;41.0;control3;99;82;50,20;18,00;3;2534;19;7,01;;;;;32;;48;;1,60;00:05:09;25,90;MIL is OFF0 codes;;;;
1099;1,51E+12;-585.734.152;-3.519.700.393;39.0;control3;99;82;50,20;18,80;3;2277;19;6,34;;;;;32;;41;;0,00;00:05:13;24,70;MIL is OFF0 codes;;;;
1100;1,51E+12;-585.759.559;-35.196.653;39.0;control3;99;82;49,00;18,40;3;1741;98;4,59;;;;;32;;43;;8,60;00:05:17;22,00;MIL is OFF0 codes;;;;
1101;1,51E+12;-58.578.138;-3.519.633.847;40.0;control3;100;82;50,20;100,00;3;2366;60;24;;;;;32;;49;;0,00;00:05:21;30,20;MIL is OFF0 codes;;;;
