ord;TIME;LATITUDE;LONGITUDE;ALTITUDE;VEHICLE_ID;BAROMETRIC_PRESSURE;ENGINE_COOLANT_TEMP;FUEL_LEVEL;ENGINE_LOAD;AMBIENT_AIR_TEMP;ENGINE_RPM;INTAKE_MANIFOLD_PRESSURE;MAF;TERM FUEL TRIM BANK 1;FUEL_ECONOMY;LONG TERM FUEL TRIM BANK 2;FUEL_TYPE;AIR_INTAKE_TEMP;FUEL_PRESSURE;SPEED;SHORT TERM FUEL TRIM BANK 2;SHORT TERM FUEL TRIM BANK 1;ENGINE_RUNTIME;THROTTLE_POS;DTC_NUMBER;TROUBLE_CODES;TIMING_ADVANCE;EQUIV_RATIO;aqui
1455;1,51E+12;-58.600.376;-3.519.339.253;34.0;control4;99;88;46,30;16,50;9;4160;18;10,47;;;;;30;;71;;0,00;00:05:00;29,00;MIL is OFF0 codes;;67,10;1,00;
1456;1,51E+12;-586.040.632;-3.519.297.071;33.0;control4;99;87;43,90;16,90;9;3043;18;7,48;;;;;30;;45;;0,00;00:05:04;25,90;MIL is OFF0 codes;;65,50;1,00;
1457;1,51E+12;-586.067.812;-3.519.263.512;32.0;control4;99;87;42,40;22,00;9;2127;31;7,14;;;;;;;44;;6,20;00:05:08;25,90;MIL is OFF0 codes;;76,90;1,00;
1458;1,51E+12;-586.098.065;-351.922.144;33.0;control4;99;86;42,70;100,00;9;2429;100;46,71;;;;;30;;65;;0,00;00:05:12;83,10;MIL is OFF0 codes;;59,60;0,00;
1459;1,51E+12;-586.144.978;-3.519.161.048;35.0;control4;99;86;45,50;100,00;9;3388;97;69,83;;;;;30;;82;;0,00;00:05:16;83,10;MIL is OFF0 codes;;61,20;0,00;
1460;1,51E+12;-586.194.743;-3.519.088.286;36.0;control4;98;86;48,20;100,00;9;4237;97;89,18;;;;;29;;96;;0,00;00:05:20;83,10;MIL is OFF0 codes;;61,20;0,00;
1461;1,51E+12;-586.257.275;-3.519.011.384;33.0;control4;99;85;49,80;100,00;9;3228;96;66,52;;;;;30;;103;;0,00;00:05:24;83,50;MIL is OFF0 codes;;60,40;1,00;
1462;1,51E+12;-586.321.636;-3.518.928.271;37.0;control4;99;85;50,20;100,00;9;3487;18;70,16;;;;;30;;103;;-5,50;00:05:29;83,50;MIL is OFF0 codes;;61,20;0,00;
1463;1,51E+12;-586.382.852;-3.518.851.534;41.0;control4;99;86;49,00;17,60;9;3315;19;8,94;;;;;30;;90;;6,20;00:05:32;27,10;MIL is OFF0 codes;;65,50;1,00;
1464;1,51E+12;-586.438.535;-3.518.785.048;40.0;control4;99;85;45,90;16,90;9;2851;61;7,29;;;;;30;;85;;3,10;00:05:37;25,90;MIL is OFF0 codes;;65,10;1,00;
1465;1,51E+12;-586.479.942;-3.518.711.919;38.0;control4;99;85;44,70;50,20;9;2822;69;15,16;;;;;30;;86;;0,00;00:05:41;31,40;MIL is OFF0 codes;;70,20;1,00;
1466;1,51E+12;-586.523.834;-3.518.633.612;41.0;control4;98;85;44,30;34,50;9;4224;97;73,5;;;;;29;;97;;0,80;00:05:45;77,60;MIL is OFF0 codes;;74,50;1,00;
1467;1,51E+12;-586.565.058;-3.518.553.614;37.0;control4;98;84;45,50;23,10;9;4836;99;12,6;;;;;30;;84;;0,00;00:05:49;30,20;MIL is OFF0 codes;;76,10;0,00;
1468;1,51E+12;-586.599.608;-3.518.483.353;37.0;control4;98;84;43,50;63,10;9;4052;20;16,22;;;;;30;;56;;0,00;00:05:53;31,00;MIL is OFF0 codes;;74,10;1,00;
1469;1,51E+12;-586.628.949;-3.518.433.009;40.0;control4;98;84;40,00;46,70;9;3769;97;89,35;;;;;30;;69;;0,00;00:05:57;81,20;MIL is OFF0 codes;;72,50;1,00;
1470;1,51E+12;-586.668.829;-3.518.370.186;40.0;control4;99;84;42,70;22,70;9;5523;97;15,05;;;;;30;;78;;0,00;00:06:01;32,20;MIL is OFF0 codes;;58,80;0,00;
1471;1,51E+12;-586.702.413;-351.831.571;38.0;control4;99;84;44,30;18,40;9;3620;43;10,1;;;;;30;;56;;0,00;00:06:05;28,20;MIL is OFF0 codes;;66,30;1,00;
1472;1,51E+12;-586.756.898;-3.518.285.031;46.0;control4;99;84;42,70;100,00;9;2991;18;61,93;;;;;30;;60;;0,00;00:06:09;83,50;MIL is OFF0 codes;;60,40;0,00;
1473;1,51E+12;-586.806.625;-3.518.252.275;48.0;control4;98;85;43,90;18,00;9;2811;94;7,78;;;;;30;;64;;8,60;00:06:13;26,30;MIL is OFF0 codes;;64,70;1,00;
1474;1,51E+12;-586.869.947;-3.518.218.283;52.0;control4;99;85;45,10;100,00;9;3322;46;64,56;;;;;30;;76;;3,10;00:06:17;52,20;MIL is OFF0 codes;;61,20;1,00;
1475;1,51E+12;-586.929.888;-3.518.184.765;46.0;control4;99;85;46,70;17,60;9;3648;18;9,63;;;;;30;;57;;0,00;00:06:21;28,20;MIL is OFF0 codes;;68,20;1,00;
1476;1,51E+12;-586.974.013;-3.518.164.675;49.0;control4;99;85;43,10;18,40;9;2377;19;6,44;;;;;30;;22;;3,90;00:06:25;24,70;MIL is OFF0 codes;;64,30;1,00;
1477;1,51E+12;-586.979.602;-3.518.160.095;50.0;control4;99;85;40,00;33,70;9;819;32;3,86;;;;;31;;3;;3,10;00:06:29;19,60;MIL is OFF0 codes;;56,50;1,00;
1478;1,51E+12;-586.979.602;-3.518.160.095;50.0;control4;99;85;39,20;42,00;9;787;53;4,54;;;;;31;;2;;3,90;00:06:33;21,20;MIL is OFF0 codes;;56,90;1,00;
1479;1,51E+12;-586.992.986;-3.518.157.144;54.0;control4;99;86;40,00;63,10;9;1737;37;13,3;;;;;30;;22;;-5,50;00:06:37;30,60;MIL is OFF0 codes;;60,40;1,00;
1480;1,51E+12;-587.016.561;-3.518.137.154;57.0;control4;99;86;42,70;83,50;9;2313;24;30,25;;;;;30;;39;;0,00;00:06:41;36,50;MIL is OFF0 codes;;68,60;1,00;
1481;1,51E+12;-587.057.122;-3.518.115.106;58.0;control4;99;86;45,10;96,10;9;2179;49;24,54;;;;;30;;50;;-12,50;00:06:45;33,70;MIL is OFF0 codes;;61,20;1,00;
1482;1,51E+12;-587.102.649;-3.518.095.907;58.0;control4;99;86;46,30;33,70;10;2434;18;12,03;;;;;30;;47;;-6,20;00:06:49;29,80;MIL is OFF0 codes;;76,10;1,00;
1483;1,51E+12;-587.149.188;-3.518.077.087;61.0;control4;99;86;46,30;18,80;10;2236;51;9,94;;;;;30;;47;;4,70;00:06:53;;MIL is OFF0 codes;;63,90;1,00;
1484;1,51E+12;-587.194.512;-3.518.058.666;56.0;control4;99;86;46,30;76,10;10;2375;101;20,85;;;;;30;;53;;-12,50;00:06:57;33,30;MIL is OFF0 codes;;69,00;1,00;
1485;1,51E+12;-587.247.091;-3.518.034.953;57.0;control4;99;86;47,50;100,00;10;2829;19;59,16;;;;;30;;61;;0,00;00:07:01;83,50;MIL is OFF0 codes;;59,60;0,00;
1486;1,51E+12;-587.296.746;-3.518.009.706;59.0;control4;99;86;47,50;18,00;10;2845;18;7,77;;;;;30;;41;;0,00;00:07:05;;MIL is OFF0 codes;;65,10;1,00;
1487;1,51E+12;-587.319.656;-3.517.991.335;54.0;control4;99;86;44,30;16,90;10;889;34;4,13;;;;;31;;26;;0,00;00:07:09;21,20;MIL is OFF0 codes;;61,60;1,00;
1488;1,51E+12;-58.734.512;-3.517.974.994;53.0;control4;99;86;42,70;52,90;10;1094;58;11,38;;;;;30;;38;;0,00;00:07:13;32,20;MIL is OFF0 codes;;63,90;1,00;
1489;1,51E+12;-587.380.798;-3.517.950.704;50.0;control4;;86;44,30;55,30;10;3389;100;41,22;;;;;30;;54;;0,80;00:07:17;38,40;MIL is OFF0 codes;;71,00;1,00;
1490;1,51E+12;-587.433.102;-3.517.912.961;49.0;control4;99;86;45,50;100,00;10;2870;102;60,53;;;;;29;;76;;0,00;00:07:21;83,50;MIL is OFF0 codes;;60,00;0,00;
1491;1,51E+12;-587.502.252;-3.517.862.615;47.0;control4;99;86;48,20;100,00;10;3992;18;83,49;;;;;29;;87;;0,00;00:07:25;83,50;MIL is OFF0 codes;;61,60;0,00;
1492;1,51E+12;-587.573.894;-3.517.824.197;46.0;control4;99;87;47,50;18,40;10;4216;19;11,69;;;;;30;;73;;0,00;00:07:29;29,80;MIL is OFF0 codes;;66,30;1,00;
1493;1,51E+12;-587.626.044;-3.517.767.272;42.0;control4;99;86;45,10;18,80;10;3460;19;15,44;;;;;30;;74;;5,50;00:07:33;33,30;MIL is OFF0 codes;;65,10;1,00;
1494;1,51E+12;-587.691.714;-3.517.736.095;41.0;control4;99;86;44,70;17,60;10;3522;19;9,49;;;;;30;;78;;9,40;00:07:37;28,20;MIL is OFF0 codes;;65,90;1,00;
1495;1,51E+12;-587.771.829;-3.517.729.946;41.0;control4;98;86;45,50;100,00;10;3992;57;79,24;;;;;29;;85;;3,10;00:07:41;50,20;MIL is OFF0 codes;;60,80;1,00;
1496;1,51E+12;-587.846.967;-351.776.164;41.0;control4;99;86;46,30;22,40;10;2800;101;7,51;;;;;30;;85;;3,10;00:07:45;25,90;MIL is OFF0 codes;;79,20;1,00;
1497;1,51E+12;-587.910.585;-3.517.811.373;42.0;control4;99;86;46,70;17,60;10;2840;19;7,63;;;;;30;;66;;0,00;00:07:49;25,90;MIL is OFF0 codes;;80,80;1,00;
1498;1,51E+12;-587.950.204;-351.784.295;43.0;control4;99;86;43,10;17,60;10;1339;20;2,95;;;;;30;;21;;0,00;00:07:53;19,20;MIL is OFF0 codes;;65,90;1,00;
1499;1,51E+12;-587.965.187;-3.517.866.405;42.0;control4;99;85;39,20;20,80;10;1073;37;2,85;;;;;30;;3;;-0,80;00:07:57;18,00;MIL is OFF0 codes;;59,20;1,00;
1500;1,51E+12;-587.958.749;-3.517.860.764;37.0;control4;99;85;38,80;41,20;10;779;34;4,6;;;;;31;;0;;2,30;00:08:01;20,80;MIL is OFF0 codes;;54,10;1,00;
1501;1,51E+12;-587.958.749;-3.517.860.764;37.0;control4;99;86;39,60;43,90;10;795;33;4,65;;;;;31;;0;;1,60;00:08:05;20,80;MIL is OFF0 codes;;54,50;1,00;
1502;1,51E+12;-587.958.525;-3.517.855.751;37.0;control4;99;86;40,80;39,60;10;805;36;4,62;;;;;31;;0;;1,60;00:08:09;20,80;MIL is OFF0 codes;;51,80;1,00;
1503;1,51E+12;-587.958.525;-3.517.855.751;37.0;control4;99;87;42,00;40,40;10;796;35;4,4;;;;;31;;0;;0,80;00:08:13;20,80;MIL is OFF0 codes;;54,50;1,00;
1504;1,51E+12;-587.958.525;-3.517.855.751;37.0;control4;;87;43,10;42,00;10;790;32;4,43;;;;;32;;0;;0,80;00:08:17;20,80;MIL is OFF0 codes;;56,50;1,00;
1505;1,51E+12;-587.958.525;-3.517.855.751;37.0;control4;99;87;43,90;41,20;10;;34;4,64;;;;;32;;0;;0,80;00:08:21;20,80;MIL is OFF0 codes;;54,10;1,00;
1506;1,51E+12;-587.958.525;-3.517.855.751;37.0;control4;;88;44,70;41,60;10;815;74;4,52;;;;;31;;4;;0,80;00:08:25;20,40;MIL is OFF0 codes;;52,90;1,00;
1507;1,51E+12;-587.958.525;-3.517.855.751;37.0;control4;99;88;45,90;100,00;10;1826;22;26,79;;;;;30;;37;;3,10;00:08:29;35,70;MIL is OFF0 codes;;56,90;1,00;
1508;1,51E+12;-587.996.688;-3.517.884.212;35.0;control4;98;89;48,60;100,00;10;3168;96;68,52;;;;;30;;61;;0,00;00:08:33;83,50;MIL is OFF0 codes;;61,60;1,00;
1509;1,51E+12;-588.052.668;-3.517.923.037;33.0;control4;99;89;51,00;18,40;10;4308;96;60,45;;;;;30;;75;;0,00;00:08:37;76,10;MIL is OFF0 codes;;67,50;0,00;
1510;1,51E+12;-588.117.557;-3.517.972.248;35.0;control4;99;90;52,50;100,00;10;3901;99;81;;;;;29;;91;;0,00;00:08:41;83,50;MIL is OFF0 codes;;61,20;0,00;
1511;1,51E+12;-588.203.974;-3.518.038.788;36.0;control4;98;90;53,70;100,00;10;4627;98;96,31;;;;;29;;105;;0,00;00:08:45;83,50;MIL is OFF0 codes;;60,80;0,00;
1512;1,51E+12;-588.286.689;-3.518.103.499;32.0;control4;98;91;53,70;18,00;10;5039;45;13,56;;;;;30;;99;;0,00;00:08:49;30,60;MIL is OFF0 codes;;68,20;1,00;
1513;1,51E+12;-588.377.142;-3.518.136.353;36.0;control4;98;91;51,80;100,00;10;4939;30;101,24;;;;;30;;95;;-5,50;00:08:53;83,50;MIL is OFF0 codes;;61,60;1,00;
1514;1,51E+12;-588.469.886;-3.518.131.955;40.0;control4;98;90;50,20;100,00;10;4685;18;94,15;;;;;30;;91;;-12,50;00:08:57;56,50;MIL is OFF0 codes;;62,00;1,00;
1515;1,51E+12;-588.560.913;-3.518.107.548;42.0;control4;98;90;48,60;26,70;10;4354;19;12,75;;;;;30;;82;;0,00;00:09:01;29,80;MIL is OFF0 codes;;79,20;1,00;
1516;1,51E+12;-588.641.903;-3.518.087.665;44.0;control4;98;90;47,50;100,00;10;4182;96;87,64;;;;;29;;98;;0,00;00:09:05;83,50;MIL is OFF0 codes;;60,80;1,00;
1517;1,51E+12;-588.740.073;-3.518.064.811;45.0;control4;98;89;49,00;100,00;10;4945;97;101,05;;;;;29;;111;;0,00;00:09:09;83,50;MIL is OFF0 codes;;61,20;0,00;
1518;1,51E+12;-588.847.129;-3.518.038.791;44.0;control4;99;89;49,80;65,10;10;3884;101;36,81;;;;;29;;115;;3,10;00:09:13;36,90;MIL is OFF0 codes;;80,40;0,00;
1519;1,51E+12;-588.967.714;-3.518.016.074;45.0;control4;99;89;49,00;100,00;10;3891;18;79,32;;;;;29;;119;;0,00;00:09:17;83,50;MIL is OFF0 codes;4300;;;
1520;1,51E+12;-589.079.174;-351.799.145;48.0;control4;99;88;47,80;18,00;10;3824;96;10,36;;;;;29;;109;;0,00;00:09:21;29,00;MIL is OFF0 codes;;65,90;1,00;
1521;1,51E+12;-589.183.738;-3.517.956.377;48.0;control4;99;88;47,10;100,00;10;3664;101;72,88;;;;;29;;119;;-3,10;00:09:25;83,50;MIL is OFF0 codes;;61,20;1,00;
1522;1,51E+12;-589.288.773;-3.517.910.258;49.0;control4;99;88;47,80;98,00;10;4007;19;35,48;;;;;29;;112;;0,00;00:09:29;32,90;MIL is OFF0 codes;4300;;;
1523;1,51E+12;-589.403.971;-3.517.863.891;50.0;control4;99;87;45,10;18,40;10;3492;96;9,39;;;;;29;;98;;0,00;00:09:33;28,20;MIL is OFF0 codes;;65,90;1,00;
1524;1,51E+12;-589.475.586;-3.517.821.917;48.0;control4;99;87;43,10;100,00;11;3349;96;67,82;;;;;29;;107;;0,00;00:09:37;83,50;MIL is OFF0 codes;;61,20;0,00;
1525;1,51E+12;-589.579.105;-3.517.780.422;44.0;control4;99;86;43,90;100,00;11;5402;97;39,12;;;;;29;;115;;0,00;00:09:41;32,90;MIL is OFF0 codes;;62,70;0,00;
1526;1,51E+12;-589.689.993;-3.517.738.832;43.0;control4;99;86;44,70;100,00;11;3858;97;79,82;;;;;29;;122;;0,00;00:09:45;83,50;MIL is OFF0 codes;;61,20;0,00;
1527;1,51E+12;-589.807.476;-3.517.689.932;41.0;control4;99;85;45,90;100,00;11;4122;96;85,45;;;;;29;;129;;0,00;00:09:49;83,50;MIL is OFF0 codes;;61,60;0,00;
1528;1,51E+12;-589.923.762;-3.517.637.851;43.0;control4;98;85;47,10;100,00;11;4323;97;90,17;;;;;29;;132;;0,00;00:09:53;83,50;MIL is OFF0 codes;;60,80;0,00;
1529;1,51E+12;-590.043.659;-3.517.583.568;40.0;control4;99;85;47,50;100,00;11;4419;98;94,96;;;;;29;;136;;0,00;00:09:57;83,50;MIL is OFF0 codes;;60,40;0,00;
1530;1,51E+12;-590.172.259;-3.517.529.962;41.0;control4;99;85;47,80;100,00;11;4527;99;93,44;;;;;29;;138;;0,80;00:10:02;83,50;MIL is OFF0 codes;;60,80;0,00;
1531;1,51E+12;-590.304.041;-3.517.475.116;42.0;control4;98;85;48,20;100,00;11;4613;18;97,19;;;;;29;;138;;0,00;00:10:05;83,50;MIL is OFF0 codes;;60,80;0,00;
1532;1,51E+12;-590.432.041;-3.517.420.081;39.0;control4;99;85;47,10;100,00;11;3777;95;75,47;;;;;29;;139;;0,00;00:10:09;83,50;MIL is OFF0 codes;;61,20;0,00;
1533;1,51E+12;-59.056.162;-3.517.368.816;39.0;control4;100;86;46,70;100,00;11;3806;101;78,81;;;;;29;;140;;0,00;00:10:13;83,50;MIL is OFF0 codes;;61,60;0,00;
1534;1,51E+12;-590.691.048;-351.730.847;35.0;control4;99;86;46,30;100,00;11;3832;98;76,7;;;;;29;;141;;0,00;00:10:17;83,50;MIL is OFF0 codes;;61,60;0,00;
1535;1,51E+12;-59.082.135;-351.725.482;35.0;control4;99;86;46,30;100,00;11;3846;18;77,53;;;;;29;;137;;0,00;00:10:22;83,50;MIL is OFF0 codes;;61,60;0,00;
1536;1,51E+12;-590.943.746;-3.517.192.125;32.0;control4;99;86;44,70;39,20;11;3689;64;74,39;;;;;29;;132;;-1,60;00:10:25;49,80;MIL is OFF0 codes;;74,10;1,00;
1537;1,51E+12;-591.063.284;-3.517.149.191;33.0;control4;99;86;44,30;100,00;11;3607;102;68,64;;;;;29;;134;;0,80;00:10:30;50,20;;;62,70;1,00;
1538;1,51E+12;-59.118.773;-3.517.094.456;29.0;control4;99;86;44,30;100,00;11;3669;23;73,34;;;;;29;;133;;0,00;00:10:34;83,50;;;61,20;1,00;
1539;1,51E+12;-591.308.793;-3.517.038.962;29.0;control4;99;85;43,50;100,00;11;3553;97;70,72;;;;;;;132;;0,00;00:10:38;83,50;;;69,00;1,00;
1540;1,51E+12;-591.432.842;-3.516.985.466;29.0;control4;99;85;43,50;100,00;11;3634;98;72,43;;;;;29;;135;;0,00;00:10:42;83,50;MIL is OFF0 codes;;61,20;0,00;
1541;1,51E+12;-591.557.978;-3.516.930.104;31.0;control4;100;85;43,90;100,00;11;3720;96;75,8;;;;;29;;136;;0,00;00:10:46;83,50;;;61,20;0,00;
1542;1,51E+12;-591.682.435;-3.516.880.786;32.0;control4;99;85;43,50;18,00;11;3592;97;12,41;;;;;29;;130;;0,00;00:10:50;31,80;MIL is OFF0 codes;;65,90;1,00;
1543;1,51E+12;-591.807.014;-3.516.840.915;34.0;control4;99;85;43,50;100,00;11;3571;97;70,75;;;;;29;;132;;0,00;00:10:54;83,50;MIL is OFF0 codes;;61,20;0,00;
1544;1,51E+12;-591.933.287;-3.516.814.367;36.0;control4;99;85;44,30;100,00;11;3586;32;66,82;;;;;29;;;;0,80;00:10:58;43,10;MIL is OFF0 codes;;61,20;0,00;
1545;1,51E+12;-592.063.228;-3.516.803.618;35.0;control4;99;85;43,90;92,90;11;3453;18;49,09;;;;;29;;114;;-8,60;00:11:02;39,20;MIL is OFF0 codes;;64,70;1,00;
1546;1,51E+12;-592.167.831;-351.680.399;35.0;control4;99;85;40,80;16,90;11;2802;19;7,23;;;;;29;;70;;0,00;00:11:06;25,90;MIL is OFF0 codes;;65,10;1,00;
1547;1,51E+12;-592.226.499;-3.516.805.178;34.0;control4;99;85;35,70;17,60;11;1379;22;3,51;;;;;29;;20;;10,90;00:11:10;19,20;MIL is OFF0 codes;;66,30;1,00;
1548;1,51E+12;-592.250.117;-3.516.805.036;35.0;control4;99;85;32,90;100,00;11;1835;82;33,61;;;;;29;;40;;0,80;00:11:14;40,80;MIL is OFF0 codes;;60,80;1,00;
1549;1,51E+12;-592.284.133;-3.516.809.225;34.0;control4;99;85;36,90;22,00;12;3369;22;10,09;;;;;29;;44;;1,60;00:11:18;29,80;MIL is OFF0 codes;;76,10;1,00;
1550;1,51E+12;-592.328.138;-3.516.829.612;34.0;control4;99;84;38,40;67,80;12;3621;20;26,37;;;;;29;;36;;0,00;00:11:22;34,10;MIL is OFF0 codes;;69,00;1,00;
1551;1,51E+12;-592.357.944;-3.516.819.428;36.0;control4;99;84;36,90;19,60;12;2579;20;7,28;;;;;29;;20;;3,10;00:11:26;25,90;MIL is OFF0 codes;;63,90;1,00;
1552;1,51E+12;-592.351.609;-3.516.800.279;36.0;control4;100;84;35,30;76,10;12;1762;79;13,96;;;;;29;;33;;9,40;00:11:30;31,00;MIL is OFF0 codes;;65,10;1,00;
1553;1,51E+12;-592.315.795;-3.516.795.901;38.0;control4;98;85;38,80;100,00;12;3148;98;65,9;;;;;29;;61;;0,00;00:11:34;83,50;MIL is OFF0 codes;;60,00;1,00;
1554;1,51E+12;-592.247.693;-3.516.799.668;36.0;control4;99;85;43,10;100,00;12;5713;95;110,39;;;;;29;;83;;-3,10;00:11:38;83,10;MIL is OFF0 codes;;63,50;0,00;
1555;1,51E+12;-592.162.594;-3.516.799.343;35.0;control4;98;85;45,50;100,00;12;4273;96;91,68;;;;;29;;99;;0,00;00:11:42;83,50;MIL is OFF0 codes;;61,20;0,00;
1556;1,51E+12;-592.059.759;-3.516.798.399;35.0;control4;98;86;47,80;100,00;12;5045;98;105,08;;;;;29;;112;;0,00;00:11:46;83,50;MIL is OFF0 codes;;62,00;0,00;
1557;1,51E+12;-591.945.896;-3.516.808.652;37.0;control4;98;87;49,40;100,00;12;5637;96;110,15;;;;;29;;120;;0,00;00:11:50;83,50;MIL is OFF0 codes;;64,30;;
1558;1,51E+12;-591.829.235;-351.682.597;34.0;control4;99;87;49,00;18,80;12;5657;96;49,67;;;;;29;;125;;0,80;00:11:54;33,70;MIL is OFF0 codes;;76,50;1,00;
1559;1,51E+12;-591.698.405;-3.516.863.301;34.0;control4;98;87;48,20;100,00;12;4209;96;87,09;;;;;28;;133;;0,00;00:11:58;83,50;MIL is OFF0 codes;;61,20;0,00;
1560;1,51E+12;-591.579.727;-3.516.916.005;32.0;control4;98;88;48,60;100,00;12;4485;99;94,74;;;;;29;;142;;0,00;00:12:02;83,50;MIL is OFF0 codes;;60,80;0,00;
1561;1,51E+12;-59.144.756;-3.516.974.599;30.0;control4;98;88;49,00;100,00;12;4761;96;98,74;;;;;29;;147;;0,00;00:12:06;83,50;MIL is OFF0 codes;;61,60;0,00;
1562;1,51E+12;-591.311.432;-3.517.032.706;29.0;control4;98;88;49,00;100,00;12;4897;98;101,16;;;;;29;;150;;0,00;00:12:10;83,50;MIL is OFF0 codes;;61,60;0,00;
1563;1,51E+12;-591.171.869;-3.517.094.681;30.0;control4;98;88;48,60;100,00;12;5013;97;104,3;;;;;29;;154;;0,00;00:12:14;83,50;MIL is OFF0 codes;;61,60;0,00;
1564;1,51E+12;-591.031.399;-3.517.155.581;29.0;control4;98;88;48,20;100,00;12;5063;95;102,06;;;;;29;;154;;0,00;00:12:18;63,90;MIL is OFF0 codes;;65,90;1,00;
1565;1,51E+12;-590.889.089;-3.517.217.762;31.0;control4;98;88;47,80;100,00;12;5133;97;104,4;;;;;28;;157;;0,00;00:12:22;79,20;MIL is OFF0 codes;;61,60;0,00;
1566;1,51E+12;-590.748.076;-3.517.280.028;33.0;control4;98;88;47,10;40,40;12;5143;96;31,28;;;;;29;;152;;0,00;00:12:26;35,70;MIL is OFF0 codes;;72,20;0,00;
1567;1,51E+12;-590.609.479;-3.517.341.863;37.0;control4;98;88;45,90;65,50;12;5022;91;49,57;;;;;29;;150;;-9,40;00:12:30;38,80;MIL is OFF0 codes;;69,00;1,00;
1568;1,51E+12;-590.466.091;-3.517.400.395;34.0;control4;98;88;45,10;100,00;12;4990;39;102,76;;;;;29;;146;;-1,60;00:12:34;83,50;MIL is OFF0 codes;;60,80;1,00;
1569;1,51E+12;-590.332.115;-3.517.457.421;34.0;control4;98;88;43,50;100,00;12;4834;97;95,28;;;;;28;;148;;3,10;00:12:38;53,30;MIL is OFF0 codes;;62,40;1,00;
1570;1,51E+12;-590.195.732;-3.517.516.056;34.0;control4;98;87;44,30;100,00;12;4965;98;101,18;;;;;28;;153;;0,00;00:12:42;83,50;MIL is OFF0 codes;;61,20;0,00;
1571;1,51E+12;-590.053.668;-3.517.575.324;29.0;control4;98;87;44,70;100,00;12;5113;97;106,47;;;;;28;;156;;0,00;00:12:46;83,50;MIL is OFF0 codes;;62,00;0,00;
1572;1,51E+12;-589.910.798;-3.517.635.602;27.0;control4;98;87;45,50;100,00;13;5227;78;106,95;;;;;28;;159;;0,00;00:12:50;83,50;MIL is OFF0 codes;;61,60;1,00;
1573;1,51E+12;-589.757.219;-3.517.702.593;27.0;control4;98;87;45,10;99,20;13;5288;51;73,24;;;;;29;;156;;0,00;00:12:54;42,70;MIL is OFF0 codes;;65,90;0,00;
1574;1,51E+12;-589.620.298;-3.517.763.109;31.0;control4;98;87;43,50;17,60;13;5041;18;12,77;;;;;29;;119;;0,00;00:12:58;30,20;MIL is OFF0 codes;;78,80;1,00;
1575;1,51E+12;-589.503.457;-3.517.803.826;29.0;control4;98;87;38,00;16,90;13;3463;17;8,8;;;;;29;;73;;0,00;00:13:02;27,10;MIL is OFF0 codes;;66,30;1,00;
1576;1,51E+12;-589.453.663;-3.517.824.996;28.0;control4;98;87;32,90;16,90;13;2616;87;6,47;;;;;29;;27;;0,00;00:13:06;24,70;MIL is OFF0 codes;;65,10;1,00;
1577;1,51E+12;-58.942.855;-3.517.831.401;30.0;control4;98;86;31,80;100,00;13;2851;98;61,34;;;;;29;;55;;0,00;00:13:10;83,50;MIL is OFF0 codes;;59,60;0,00;
1578;1,51E+12;-589.376.919;-3.517.857.379;29.0;control4;98;86;37,30;100,00;13;5126;96;107,93;;;;;28;;74;;0,00;00:13:14;83,50;MIL is OFF0 codes;;61,60;0,00;
1579;1,51E+12;-589.315.115;-3.517.888.104;32.0;control4;99;86;40,80;100,00;13;3843;97;79,28;;;;;28;;90;;0,00;00:13:18;83,50;MIL is OFF0 codes;;61,20;0,00;
1580;1,51E+12;-589.223.911;-351.792.408;31.0;control4;98;87;43,90;100,00;13;4610;98;97,47;;;;;28;;103;;0,00;00:13:22;83,50;MIL is OFF0 codes;;60,80;0,00;
1581;1,51E+12;-589.126.931;-3.517.963.879;36.0;control4;98;87;46,30;100,00;13;5176;97;26,24;;;;;29;;101;;0,00;00:13:26;32,90;MIL is OFF0 codes;;62,00;0,00;
1582;1,51E+12;-589.025.992;-3.517.995.861;38.0;control4;97;88;45,50;100,00;13;5196;96;104,11;;;;;28;;116;;0,00;00:13:30;83,50;MIL is OFF0 codes;;62,00;0,00;
1583;1,51E+12;-588.915.013;-3.518.017.112;39.0;control4;97;88;45,50;18,00;13;5588;19;;;;;;29;;100;;0,00;00:13:34;31,40;MIL is OFF0 codes;;69,00;1,00;
1584;1,51E+12;-588.808.936;-3.518.043.849;40.0;control4;97;88;42,40;69,00;13;4822;18;36,95;;;;;29;;90;;-5,50;00:13:38;36,90;MIL is OFF0 codes;;69,80;1,00;
1585;1,51E+12;-588.729.288;-3.518.060.518;39.0;control4;99;88;39,60;18,00;13;3804;88;10,02;;;;;29;;82;;3,90;00:13:42;28,60;MIL is OFF0 codes;;66,30;1,00;
1586;1,51E+12;-588.652.845;-3.518.079.695;40.0;control4;99;88;40,40;39,60;13;3991;18;23,84;;;;;29;;77;;-7,80;00:13:46;35,30;MIL is OFF0 codes;;71,00;1,00;
1587;1,51E+12;-588.581.477;-3.518.090.758;43.0;control4;99;88;39,60;16,90;13;3606;18;9,15;;;;;29;;66;;0,00;00:13:50;27,80;MIL is OFF0 codes;;66,30;1,00;
1588;1,51E+12;-588.516.568;-3.518.107.565;39.0;control4;99;88;38,80;16,50;13;3104;18;7,78;;;;;29;;30;;0,00;00:13:54;26,30;MIL is OFF0 codes;;65,50;1,00;
